churn_prob,risk_segment,recommended_action,Churn
0.4269039197144989,Medium Risk,Send re-engagement email,0
0.09258560871445017,Low Risk,No action needed,0
0.5136268905654737,Medium Risk,Send re-engagement email,0
0.4360574651836209,Medium Risk,Send re-engagement email,0
0.4919705866435499,Medium Risk,Send re-engagement email,0
0.1840849654851987,Low Risk,No action needed,0
0.6007771026102159,Medium Risk,Offer service bundle discount,0
0.39889877940276586,Low Risk,No action needed,0
0.31403806006409835,Low Risk,No action needed,0
0.018996827042262153,Low Risk,No action needed,0
0.9426614253472587,High Risk,Assign dedicated support agent,1
0.7435318592710122,High Risk,Assign dedicated support agent,1
0.2997655750373475,Low Risk,No action needed,0
0.7770351859016074,High Risk,Send onboarding assistance email,1
0.7426654489787495,High Risk,Send onboarding assistance email,0
0.11218093584153145,Low Risk,No action needed,0
0.05418005856325612,Low Risk,No action needed,0
0.6476218157860676,Medium Risk,Offer service bundle discount,0
0.14426806920822513,Low Risk,No action needed,0
0.04399948119897093,Low Risk,No action needed,0
0.01765626332281334,Low Risk,No action needed,0
0.03643944786385745,Low Risk,No action needed,0
0.7883022564768706,High Risk,Assign dedicated support agent,0
0.7634696643316523,High Risk,Send onboarding assistance email,1
0.0071523643664921244,Low Risk,No action needed,0
0.5024974660579552,Medium Risk,Send re-engagement email,0
0.49618856190076555,Medium Risk,Send re-engagement email,1
0.12047034363931124,Low Risk,No action needed,0
0.15924683609410306,Low Risk,No action needed,0
0.2561952411961711,Low Risk,No action needed,0
0.7783094982668974,High Risk,Send onboarding assistance email,1
0.43093867237907285,Medium Risk,Send re-engagement email,0
0.07327919882656814,Low Risk,No action needed,0
0.35958617794519754,Low Risk,No action needed,0
0.2672890367073485,Low Risk,No action needed,0
0.7781892232732488,High Risk,Assign dedicated support agent,1
0.011101284835522349,Low Risk,No action needed,0
0.0838845319571647,Low Risk,No action needed,0
0.7649766237403444,High Risk,Send onboarding assistance email,1
0.17541679322302703,Low Risk,No action needed,0
0.6437165243932647,Medium Risk,Offer service bundle discount,0
0.8638415576367958,High Risk,Assign dedicated support agent,1
0.08049265623412434,Low Risk,No action needed,0
0.008690276827801387,Low Risk,No action needed,0
0.08540496357432122,Low Risk,No action needed,0
0.20079706221867016,Low Risk,No action needed,0
0.25118035684024514,Low Risk,No action needed,0
0.4389377204051864,Medium Risk,Send re-engagement email,0
0.5579080829602927,Medium Risk,Send re-engagement email,0
0.20319084473143234,Low Risk,No action needed,0
0.7620035329613312,High Risk,Assign dedicated support agent,1
0.6380041649718635,Medium Risk,Send onboarding assistance email,1
0.46085245868623487,Medium Risk,Send re-engagement email,0
0.33890175748355317,Low Risk,No action needed,0
0.7753298717682305,High Risk,Assign dedicated support agent,1
0.8328000171532011,High Risk,Send onboarding assistance email,1
0.22255530343241023,Low Risk,No action needed,0
0.13023044241321913,Low Risk,No action needed,0
0.06415071770700813,Low Risk,No action needed,0
0.17723326850745078,Low Risk,No action needed,0
0.3347792286777969,Low Risk,No action needed,0
0.7386764307022924,High Risk,Send onboarding assistance email,1
0.3698636802018037,Low Risk,No action needed,0
0.8609469952431098,High Risk,Send onboarding assistance email,1
0.8352592928617752,High Risk,Assign dedicated support agent,1
0.5227317389625534,Medium Risk,Send re-engagement email,0
0.03762730226593248,Low Risk,No action needed,0
0.32270784820687914,Low Risk,No action needed,0
0.019000477521826143,Low Risk,No action needed,0
0.04072307960595906,Low Risk,No action needed,0
0.6408131990482887,Medium Risk,Offer service bundle discount,0
0.22797245267229704,Low Risk,No action needed,1
0.009802590552833551,Low Risk,No action needed,0
0.7651709806152036,High Risk,Assign dedicated support agent,1
0.07282221191827086,Low Risk,No action needed,0
0.7504442238500231,High Risk,Send onboarding assistance email,1
0.6226510633048639,Medium Risk,Offer service bundle discount,0
0.8643239883458584,High Risk,Assign dedicated support agent,1
0.8177048074563793,High Risk,Assign dedicated support agent,1
0.6982213513930954,Medium Risk,Offer service bundle discount,1
0.28809910978727354,Low Risk,No action needed,0
0.5483040637894356,Medium Risk,Send re-engagement email,0
0.5191249980121636,Medium Risk,Send re-engagement email,0
0.4479849431497323,Medium Risk,Send re-engagement email,0
0.35732412447957607,Low Risk,No action needed,0
0.36370188121079605,Low Risk,No action needed,0
0.0762042473672776,Low Risk,No action needed,0
0.6159724423342228,Medium Risk,Offer service bundle discount,1
0.39744451995836,Low Risk,No action needed,0
0.41691253195018974,Medium Risk,Send re-engagement email,0
0.9152032244967901,High Risk,Send onboarding assistance email,1
0.788353802777638,High Risk,Assign dedicated support agent,1
0.5224776850689916,Medium Risk,Send re-engagement email,1
0.6902198527249058,Medium Risk,Offer service bundle discount,1
0.10408094207342,Low Risk,No action needed,0
0.1933707991026995,Low Risk,No action needed,0
0.8705407422134654,High Risk,Assign dedicated support agent,0
0.17239713562839232,Low Risk,No action needed,0
0.5014208125437066,Medium Risk,Send re-engagement email,0
0.22197232925309354,Low Risk,No action needed,0
0.7819685648811878,High Risk,Assign dedicated support agent,0
0.4217094398290315,Medium Risk,Send re-engagement email,0
0.7776489787280971,High Risk,Assign dedicated support agent,1
0.32848524072472524,Low Risk,No action needed,0
0.9359234484599048,High Risk,Assign dedicated support agent,1
0.765834607366321,High Risk,Assign dedicated support agent,0
0.01554849352613089,Low Risk,No action needed,0
0.45677184049355973,Medium Risk,Send re-engagement email,0
0.022475587855485583,Low Risk,No action needed,0
0.6941507044009161,Medium Risk,Offer service bundle discount,1
0.09690857816694223,Low Risk,No action needed,0
0.5829427040483995,Medium Risk,Send re-engagement email,0
0.1462476732082167,Low Risk,No action needed,0
0.461943983026513,Medium Risk,Send re-engagement email,0
0.5679692070035379,Medium Risk,Send re-engagement email,0
0.2307601175592379,Low Risk,No action needed,0
0.708054357449482,High Risk,Send onboarding assistance email,0
0.8601742120202577,High Risk,Assign dedicated support agent,1
0.39142615338450054,Low Risk,No action needed,0
0.008764524458758374,Low Risk,No action needed,0
0.40912543308025656,Medium Risk,Send re-engagement email,1
0.7566783510869054,High Risk,Assign dedicated support agent,1
0.42406148029002233,Medium Risk,Send re-engagement email,0
0.32040439664056597,Low Risk,No action needed,1
0.06674666001370685,Low Risk,No action needed,0
0.7535751680319898,High Risk,Send onboarding assistance email,0
0.23854661514823264,Low Risk,No action needed,0
0.021447641685892797,Low Risk,No action needed,0
0.4211159942714653,Medium Risk,Send re-engagement email,0
0.6751609020280784,Medium Risk,Send onboarding assistance email,0
0.7863009357033103,High Risk,Send onboarding assistance email,1
0.46147061327236855,Medium Risk,Send re-engagement email,0
0.6152311096084203,Medium Risk,Offer service bundle discount,0
0.027466973158621927,Low Risk,No action needed,0
0.10279807008247076,Low Risk,No action needed,0
0.3330643256683649,Low Risk,No action needed,0
0.8458044636072826,High Risk,Assign dedicated support agent,1
0.8793735744585826,High Risk,Assign dedicated support agent,1
0.3134875647755723,Low Risk,No action needed,1
0.6387092889554417,Medium Risk,Offer service bundle discount,1
0.034796227741015116,Low Risk,No action needed,0
0.5691904497104258,Medium Risk,Send re-engagement email,0
0.6690901727043436,Medium Risk,Offer service bundle discount,1
0.21370435829401288,Low Risk,No action needed,0
0.005416228066099898,Low Risk,No action needed,0
0.10048998452435458,Low Risk,No action needed,0
0.05990540201522447,Low Risk,No action needed,0
0.017113624978989956,Low Risk,No action needed,0
0.9079499541268312,High Risk,Assign dedicated support agent,0
0.913020472138087,High Risk,Assign dedicated support agent,1
0.01832326903215914,Low Risk,No action needed,0
0.4925041497346151,Medium Risk,Send re-engagement email,0
0.17785791096642548,Low Risk,No action needed,0
0.08543494582057802,Low Risk,No action needed,0
0.2264565752413942,Low Risk,No action needed,0
0.8660931267657034,High Risk,Assign dedicated support agent,0
0.8995860532760949,High Risk,Assign dedicated support agent,1
0.6188214381124285,Medium Risk,Offer service bundle discount,1
0.8074307779580852,High Risk,Assign dedicated support agent,1
0.5329252050250575,Medium Risk,Send re-engagement email,0
0.20271626854201663,Low Risk,No action needed,0
0.5235382293289891,Medium Risk,Send re-engagement email,1
0.3643657336294757,Low Risk,No action needed,0
0.1269587402081551,Low Risk,No action needed,0
0.17368677879438496,Low Risk,No action needed,0
0.11449603210153296,Low Risk,No action needed,0
0.006515600242108086,Low Risk,No action needed,0
0.3934948540131733,Low Risk,No action needed,0
0.8574913536546811,High Risk,Assign dedicated support agent,1
0.24055165261833114,Low Risk,No action needed,0
0.39267000254006823,Low Risk,No action needed,0
0.21790516605951749,Low Risk,No action needed,0
0.02894117978214721,Low Risk,No action needed,0
0.027914045761044615,Low Risk,No action needed,0
0.9330961192726752,High Risk,Assign dedicated support agent,1
0.05880560004182534,Low Risk,No action needed,0
0.25066084761689056,Low Risk,No action needed,0
0.5849471311359355,Medium Risk,Send re-engagement email,0
0.2189364668277648,Low Risk,No action needed,0
0.7398059081023299,High Risk,Send onboarding assistance email,0
0.7131549744322692,High Risk,Assign dedicated support agent,1
0.038670606949347174,Low Risk,No action needed,0
0.4136934806977701,Medium Risk,Send re-engagement email,0
0.28378598633020485,Low Risk,No action needed,0
0.7580695574705216,High Risk,Send onboarding assistance email,1
0.028838774314479575,Low Risk,No action needed,0
0.9106947463588384,High Risk,Assign dedicated support agent,1
0.4963214714476099,Medium Risk,Send re-engagement email,0
0.31717414228353324,Low Risk,No action needed,1
0.6094777343607525,Medium Risk,Offer service bundle discount,1
0.15573578204889882,Low Risk,No action needed,0
0.4908276910641166,Medium Risk,Send re-engagement email,0
0.7222185613138951,High Risk,Send onboarding assistance email,0
0.7379659489834132,High Risk,Assign dedicated support agent,0
0.2629107076741742,Low Risk,No action needed,0
0.7674632668328697,High Risk,Send onboarding assistance email,0
0.08439056999997006,Low Risk,No action needed,0
0.6866896649477985,Medium Risk,Offer service bundle discount,0
0.023062622164862143,Low Risk,No action needed,0
0.481246687416005,Medium Risk,Send re-engagement email,0
0.605112998687845,Medium Risk,Offer service bundle discount,1
0.24319354504771287,Low Risk,No action needed,0
0.018908732160043178,Low Risk,No action needed,0
0.02039675761895473,Low Risk,No action needed,0
0.17291314290630677,Low Risk,No action needed,0
0.35670829260102827,Low Risk,No action needed,1
0.0484896076582886,Low Risk,No action needed,0
0.048304329046186666,Low Risk,No action needed,0
0.01629049492189093,Low Risk,No action needed,0
0.19767743459558712,Low Risk,No action needed,0
0.548840598320901,Medium Risk,Send re-engagement email,0
0.672850343506093,Medium Risk,Send onboarding assistance email,1
0.6511864830069422,Medium Risk,Send onboarding assistance email,1
0.9046779342368572,High Risk,Assign dedicated support agent,1
0.02876607849206798,Low Risk,No action needed,0
0.5985316781237442,Medium Risk,Send re-engagement email,0
0.3906313773876442,Low Risk,No action needed,0
0.4245189763717665,Medium Risk,Send re-engagement email,0
0.4873032318167032,Medium Risk,Send re-engagement email,0
0.1241435459807668,Low Risk,No action needed,0
0.06458290652120334,Low Risk,No action needed,0
0.6576024802764447,Medium Risk,Offer service bundle discount,1
0.905873830559297,High Risk,Assign dedicated support agent,1
0.2236254828258203,Low Risk,No action needed,0
0.6772129123269582,Medium Risk,Send onboarding assistance email,0
0.256597132195036,Low Risk,No action needed,0
0.028460158442544126,Low Risk,No action needed,0
0.27645399676578025,Low Risk,No action needed,0
0.1917694347345348,Low Risk,No action needed,0
0.5227305147633163,Medium Risk,Send re-engagement email,0
0.7624410444135211,High Risk,Assign dedicated support agent,0
0.6264058133230093,Medium Risk,Offer service bundle discount,0
0.04807285753477065,Low Risk,No action needed,0
0.2731959363544444,Low Risk,No action needed,1
0.02044690316169267,Low Risk,No action needed,0
0.5217308825782583,Medium Risk,Send re-engagement email,0
0.492670603553728,Medium Risk,Send re-engagement email,1
0.030343940852695934,Low Risk,No action needed,0
0.2119697856747013,Low Risk,No action needed,0
0.05903461242630536,Low Risk,No action needed,0
0.026954714049760953,Low Risk,No action needed,0
0.42614231747363485,Medium Risk,Send re-engagement email,0
0.4888054565876231,Medium Risk,Send re-engagement email,0
0.646296971896317,Medium Risk,Offer service bundle discount,0
0.41319359202974665,Medium Risk,Send re-engagement email,0
0.29522367190374427,Low Risk,No action needed,0
0.38865336994057537,Low Risk,No action needed,0
0.5537435071202318,Medium Risk,Send re-engagement email,0
0.6467250440683715,Medium Risk,Offer service bundle discount,1
0.92300116173062,High Risk,Send onboarding assistance email,1
0.0673083398433154,Low Risk,No action needed,0
0.8497429856636386,High Risk,Assign dedicated support agent,0
0.09399989699517981,Low Risk,No action needed,0
0.05723217690274123,Low Risk,No action needed,0
0.21742084830357303,Low Risk,No action needed,0
0.1264305416707565,Low Risk,No action needed,0
0.6073867108635167,Medium Risk,Offer service bundle discount,1
0.012104797974415174,Low Risk,No action needed,0
0.7967820276593158,High Risk,Assign dedicated support agent,0
0.2063087189446966,Low Risk,No action needed,0
0.0716904155643599,Low Risk,No action needed,0
0.199423383580061,Low Risk,No action needed,0
0.9328773706205378,High Risk,Assign dedicated support agent,0
0.08148758674774612,Low Risk,No action needed,0
0.3258921099580344,Low Risk,No action needed,0
0.8730151481899852,High Risk,Assign dedicated support agent,1
0.9266546350393754,High Risk,Assign dedicated support agent,1
0.03359880439852322,Low Risk,No action needed,0
0.08255904116401051,Low Risk,No action needed,0
0.20550851592738614,Low Risk,No action needed,0
0.38071477753791994,Low Risk,No action needed,0
0.010595312887427086,Low Risk,No action needed,0
0.4659258681516125,Medium Risk,Send re-engagement email,1
0.07623543349671368,Low Risk,No action needed,0
0.8224236898595321,High Risk,Send onboarding assistance email,1
0.4264624322991265,Medium Risk,Send re-engagement email,0
0.11528442712660242,Low Risk,No action needed,0
0.9023236002427122,High Risk,Assign dedicated support agent,1
0.7648839224262339,High Risk,Assign dedicated support agent,1
0.31209743343808705,Low Risk,No action needed,0
0.45044594880305255,Medium Risk,Send re-engagement email,0
0.8247059754736764,High Risk,Assign dedicated support agent,1
0.43747553515387844,Medium Risk,Send re-engagement email,1
0.048711756546420314,Low Risk,No action needed,0
0.14109065735576976,Low Risk,No action needed,1
0.6071068213062221,Medium Risk,Offer service bundle discount,0
0.2998330595768144,Low Risk,No action needed,0
0.8273924568190126,High Risk,Assign dedicated support agent,1
0.16676773400179798,Low Risk,No action needed,0
0.8245181365809405,High Risk,Assign dedicated support agent,0
0.017974113366099238,Low Risk,No action needed,0
0.2379173801965207,Low Risk,No action needed,0
0.9225572685591708,High Risk,Assign dedicated support agent,1
0.32074867265925183,Low Risk,No action needed,0
0.6036611897809333,Medium Risk,Send onboarding assistance email,0
0.7241019940673823,High Risk,Assign dedicated support agent,1
0.12817441083105924,Low Risk,No action needed,0
0.4738307498090964,Medium Risk,Send re-engagement email,0
0.5333825246436187,Medium Risk,Send re-engagement email,1
0.1089010661969195,Low Risk,No action needed,0
0.007880065862335283,Low Risk,No action needed,0
0.6693093297295836,Medium Risk,Send onboarding assistance email,1
0.8688324517172208,High Risk,Assign dedicated support agent,1
0.26290962301344317,Low Risk,No action needed,0
0.1057586715575348,Low Risk,No action needed,0
0.08279299279780183,Low Risk,No action needed,0
0.24960463448578663,Low Risk,No action needed,0
0.05738322390944003,Low Risk,No action needed,0
0.8081193654539552,High Risk,Assign dedicated support agent,1
0.5920733521477534,Medium Risk,Send re-engagement email,0
0.7906289350330502,High Risk,Assign dedicated support agent,1
0.8145648117488581,High Risk,Assign dedicated support agent,1
0.5391454761786759,Medium Risk,Send re-engagement email,0
0.39749456847126097,Low Risk,No action needed,0
0.3910411022218587,Low Risk,No action needed,0
0.8677052369881025,High Risk,Assign dedicated support agent,1
0.42127374234412357,Medium Risk,Send re-engagement email,0
0.3245602603824038,Low Risk,No action needed,0
0.5893191606885158,Medium Risk,Send re-engagement email,1
0.06576239006978615,Low Risk,No action needed,0
0.7117715390492569,High Risk,Send onboarding assistance email,0
0.5635866673010586,Medium Risk,Send re-engagement email,1
0.2021344830775668,Low Risk,No action needed,0
0.48350140129775915,Medium Risk,Send re-engagement email,0
0.3298201757963849,Low Risk,No action needed,0
0.4115566564728712,Medium Risk,Send re-engagement email,0
0.5237427501430943,Medium Risk,Send re-engagement email,1
0.7542634529486538,High Risk,Assign dedicated support agent,1
0.2966093544514226,Low Risk,No action needed,0
0.03411945092099967,Low Risk,No action needed,0
0.19322618632706093,Low Risk,No action needed,0
0.012985381405943812,Low Risk,No action needed,0
0.17066649124316907,Low Risk,No action needed,0
0.03585556777696888,Low Risk,No action needed,0
0.003372288625322909,Low Risk,No action needed,0
0.8712048306679355,High Risk,Assign dedicated support agent,0
0.34064204839248896,Low Risk,No action needed,0
0.95635056367766,High Risk,Assign dedicated support agent,1
0.7709819841830824,High Risk,Assign dedicated support agent,0
0.30742313824629747,Low Risk,No action needed,0
0.10675369053582184,Low Risk,No action needed,0
0.23292436402290317,Low Risk,No action needed,0
0.021847584764159014,Low Risk,No action needed,0
0.03657686913862207,Low Risk,No action needed,0
0.3761630198862489,Low Risk,No action needed,0
0.5154223383175923,Medium Risk,Send re-engagement email,0
0.8712590964448529,High Risk,Assign dedicated support agent,1
0.48542734826300893,Medium Risk,Send re-engagement email,1
0.42464969341916314,Medium Risk,Send re-engagement email,0
0.5336990821513834,Medium Risk,Send re-engagement email,1
0.35671587291662177,Low Risk,No action needed,0
0.3522418871689245,Low Risk,No action needed,0
0.2427068866424176,Low Risk,No action needed,0
0.05368982812501895,Low Risk,No action needed,0
0.03568743097425524,Low Risk,No action needed,0
0.05267156937222599,Low Risk,No action needed,0
0.09843118052517127,Low Risk,No action needed,0
0.5938850727555409,Medium Risk,Send re-engagement email,1
0.08616654756744893,Low Risk,No action needed,0
0.5328571552933722,Medium Risk,Send re-engagement email,0
0.14432078003893772,Low Risk,No action needed,0
0.6179525283449047,Medium Risk,Send onboarding assistance email,0
0.6259212153862485,Medium Risk,Send onboarding assistance email,0
0.5035145176298239,Medium Risk,Send re-engagement email,0
0.2366658307744781,Low Risk,No action needed,0
0.29011786825792923,Low Risk,No action needed,0
0.23604657032614226,Low Risk,No action needed,0
0.3038203711837447,Low Risk,No action needed,0
0.05578703855385305,Low Risk,No action needed,0
0.547115351946157,Medium Risk,Send re-engagement email,0
0.03829781360766863,Low Risk,No action needed,0
0.7653096795147863,High Risk,Assign dedicated support agent,1
0.27622215717307264,Low Risk,No action needed,0
0.04380613251876295,Low Risk,No action needed,0
0.09878858948816312,Low Risk,No action needed,0
